# timestamp, timestep, pktv4counts, pktv6counts
1548997276.969849, 764, 12557, 396
1548997277.069849, 765, 11415, 301
1548997277.169849, 766, 10808, 273
1548997277.269849, 767, 13081, 339
1548997277.369849, 768, 10223, 359
1548997277.469849, 769, 11467, 330
1548997277.569849, 770, 9851, 387
1548997277.669848, 771, 11258, 316
1548997277.769848, 772, 10140, 444
1548997277.869848, 773, 9280, 624
1548997277.969848, 774, 10688, 213
1548997278.069848, 775, 12102, 458
1548997278.169848, 776, 10595, 386
1548997278.269848, 777, 11030, 220
1548997278.369848, 778, 11165, 380
1548997278.469848, 779, 12139, 225
1548997278.569848, 780, 10583, 213
1548997278.669847, 781, 10374, 2799
1548997278.769847, 782, 12663, 1127
1548997278.869847, 783, 11771, 422
1548997278.969847, 784, 11137, 471
1548997279.069847, 785, 9451, 457
1548997279.169847, 786, 13126, 356
1548997279.269847, 787, 12831, 361
1548997279.369847, 788, 12780, 648
1548997279.469847, 789, 11591, 410
1548997279.569847, 790, 10462, 578
1548997279.669847, 791, 11420, 383
1548997279.769846, 792, 12704, 385
1548997279.869846, 793, 12945, 317
1548997279.969846, 794, 13684, 336
1548997280.069846, 795, 10391, 71
1548997280.169846, 796, 12751, 193
1548997280.269846, 797, 12049, 146
1548997280.369846, 798, 10274, 135
1548997280.469846, 799, 12819, 134
1548997280.569846, 800, 10272, 138
1548997280.669846, 801, 12948, 121
1548997280.769845, 802, 10556, 200
1548997280.869845, 803, 10720, 887
1548997280.969845, 804, 9383, 171
1548997281.069845, 805, 10300, 159
1548997281.169845, 806, 11206, 134
1548997281.269845, 807, 11261, 169
1548997281.369845, 808, 11743, 175
1548997281.469845, 809, 10297, 177
1548997281.569845, 810, 11134, 141
1548997281.669845, 811, 11000, 211
1548997281.769845, 812, 11693, 170
1548997281.869844, 813, 11046, 171
1548997281.969844, 814, 12130, 122
1548997282.069844, 815, 10888, 89
1548997282.169844, 816, 10831, 102
1548997282.269844, 817, 9843, 88
1548997282.369844, 818, 9650, 81
1548997282.469844, 819, 11042, 63
1548997282.569844, 820, 10718, 79
1548997282.669844, 821, 12027, 59
1548997282.769844, 822, 11547, 92
1548997282.869843, 823, 10177, 117
1548997282.969843, 824, 11135, 117
1548997283.069843, 825, 12790, 133
1548997283.169843, 826, 10525, 131
1548997283.269843, 827, 10089, 106
1548997283.369843, 828, 10334, 109
1548997283.469843, 829, 9748, 113
1548997283.569843, 830, 10452, 133
1548997283.669843, 831, 10317, 147
1548997283.769843, 832, 12978, 82
1548997283.869843, 833, 13749, 130
1548997283.969842, 834, 14194, 165
1548997284.069842, 835, 13350, 146
1548997284.169842, 836, 13338, 142
1548997284.269842, 837, 14089, 170
1548997284.369842, 838, 13194, 128
1548997284.469842, 839, 13374, 178
1548997284.569842, 840, 13209, 137
1548997284.669842, 841, 13209, 198
1548997284.769842, 842, 10937, 224
1548997284.869842, 843, 10691, 190
1548997284.969841, 844, 12754, 175
1548997285.069841, 845, 11365, 228
1548997285.169841, 846, 12188, 186
1548997285.269841, 847, 12867, 188
1548997285.369841, 848, 12910, 129
1548997285.469841, 849, 13849, 104
1548997285.569841, 850, 12630, 75
1548997285.669841, 851, 12843, 129
1548997285.769841, 852, 9666, 188
1548997285.869841, 853, 11040, 188
1548997285.969841, 854, 11309, 65
1548997286.069840, 855, 10753, 136
1548997286.169840, 856, 12858, 121
1548997286.269840, 857, 11440, 120
1548997286.369840, 858, 11982, 146
1548997286.469840, 859, 12069, 119
1548997286.569840, 860, 12494, 127
1548997286.669840, 861, 12195, 260
1548997286.769840, 862, 13620, 144
1548997286.869840, 863, 13014, 105
1548997286.969840, 864, 12775, 107
1548997287.069839, 865, 12551, 118
1548997287.169839, 866, 12218, 104
1548997287.269839, 867, 11737, 159
1548997287.369839, 868, 9914, 343
1548997287.469839, 869, 12555, 325
1548997287.569839, 870, 10614, 158
1548997287.669839, 871, 11131, 207
1548997287.769839, 872, 12337, 220
1548997287.869839, 873, 12408, 230
1548997287.969839, 874, 10492, 277
1548997288.069839, 875, 11011, 413
1548997288.169838, 876, 11588, 292
1548997288.269838, 877, 13143, 280
1548997288.369838, 878, 13107, 464
1548997288.469838, 879, 12248, 119
1548997288.569838, 880, 12509, 123
1548997288.669838, 881, 13820, 122
1548997288.769838, 882, 13289, 123
1548997288.869838, 883, 13784, 108
1548997288.969838, 884, 10973, 139
1548997289.069838, 885, 11506, 177
1548997289.169837, 886, 12554, 229
1548997289.269837, 887, 12629, 248
1548997289.369837, 888, 12162, 254
1548997289.469837, 889, 13578, 330
1548997289.569837, 890, 11792, 381
1548997289.669837, 891, 11428, 368
1548997289.769837, 892, 11921, 314
1548997289.869837, 893, 11894, 227
1548997289.969837, 894, 12247, 177
1548997290.069837, 895, 11148, 448
1548997290.169837, 896, 11465, 190
1548997290.269836, 897, 10154, 428
1548997290.369836, 898, 9913, 91
1548997290.469836, 899, 11503, 162
1548997290.569836, 900, 11934, 225
1548997290.669836, 901, 13393, 69
1548997290.769836, 902, 13462, 107
1548997290.869836, 903, 13203, 263
1548997290.969836, 904, 14618, 112
1548997291.069836, 905, 12939, 122
1548997291.169836, 906, 11630, 118
1548997291.269835, 907, 13195, 77
1548997291.369835, 908, 11513, 107
1548997291.469835, 909, 11751, 344
1548997291.569835, 910, 13211, 347
1548997291.669835, 911, 11075, 215
1548997291.769835, 912, 11238, 90
1548997291.869835, 913, 12300, 138
1548997291.969835, 914, 13563, 84
1548997292.069835, 915, 10583, 73
1548997292.169835, 916, 12417, 202
1548997292.269835, 917, 14173, 130
1548997292.369834, 918, 12478, 61
1548997292.469834, 919, 11935, 209
1548997292.569834, 920, 11389, 243
1548997292.669834, 921, 12639, 97
1548997292.769834, 922, 13131, 145
1548997292.869834, 923, 12473, 98
1548997292.969834, 924, 13433, 103
1548997293.069834, 925, 11844, 127
1548997293.169834, 926, 13035, 327
1548997293.269834, 927, 12400, 213
1548997293.369833, 928, 13792, 311
1548997293.469833, 929, 12181, 194
1548997293.569833, 930, 13102, 135
1548997293.669833, 931, 11964, 185
1548997293.769833, 932, 14357, 130
1548997293.869833, 933, 11339, 117
1548997293.969833, 934, 11835, 126
1548997294.069833, 935, 10634, 131
1548997294.169833, 936, 13168, 160
1548997294.269833, 937, 10694, 103
1548997294.369833, 938, 11878, 75
1548997294.469832, 939, 12538, 167
1548997294.569832, 940, 11770, 83
1548997294.669832, 941, 13481, 237
1548997294.769832, 942, 12795, 185
1548997294.869832, 943, 12627, 191
1548997294.969832, 944, 11947, 111
1548997295.069832, 945, 12447, 150
1548997295.169832, 946, 11019, 180
1548997295.269832, 947, 10770, 168
1548997295.369832, 948, 12867, 197
1548997295.469831, 949, 13217, 333
1548997295.569831, 950, 12261, 135
1548997295.669831, 951, 13756, 121
1548997295.769831, 952, 13213, 134
1548997295.869831, 953, 13557, 257
1548997295.969831, 954, 14269, 404
1548997296.069831, 955, 14161, 513
1548997296.169831, 956, 13421, 354
1548997296.269831, 957, 13611, 203
1548997296.369831, 958, 12533, 447
1548997296.469831, 959, 10830, 372
1548997296.569830, 960, 11402, 408
1548997296.669830, 961, 11729, 593
1548997296.769830, 962, 11739, 235
1548997296.869830, 963, 12875, 400
1548997296.969830, 964, 13180, 451
1548997297.069830, 965, 12346, 842
1548997297.169830, 966, 12872, 411
1548997297.269830, 967, 13071, 169
1548997297.369830, 968, 11379, 486
1548997297.469830, 969, 12189, 416
1548997297.569829, 970, 11911, 451
1548997297.669829, 971, 12146, 768
1548997297.769829, 972, 13420, 259
1548997297.869829, 973, 13303, 690
1548997297.969829, 974, 13992, 466
1548997298.069829, 975, 13936, 705
1548997298.169829, 976, 13822, 336
1548997298.269829, 977, 13882, 285
1548997298.369829, 978, 12813, 884
1548997298.469829, 979, 13241, 827
1548997298.569829, 980, 13875, 896
1548997298.669828, 981, 13691, 1302
1548997298.769828, 982, 12134, 1001
1548997298.869828, 983, 13276, 1238
1548997298.969828, 984, 12854, 789
1548997299.069828, 985, 12290, 233
1548997299.169828, 986, 12132, 467
1548997299.269828, 987, 13307, 1084
1548997299.369828, 988, 12205, 441
1548997299.469828, 989, 13955, 235
1548997299.569828, 990, 13881, 138
1548997299.669827, 991, 13263, 1113
1548997299.769827, 992, 12867, 265
1548997299.869827, 993, 11805, 545
1548997299.969827, 994, 11972, 612
1548997300.069827, 995, 12771, 592
1548997300.169827, 996, 10357, 2003
1548997300.269827, 997, 9388, 614
1548997300.369827, 998, 12331, 511
1548997300.469827, 999, 9921, 1066
1548997300.569827, 1000, 9203, 1198
1548997300.669827, 1001, 12203, 1457
1548997300.769826, 1002, 9365, 534
1548997300.869826, 1003, 10186, 624
1548997300.969826, 1004, 10978, 729
1548997301.069826, 1005, 10755, 1167
1548997301.169826, 1006, 12581, 616
1548997301.269826, 1007, 10059, 748
1548997301.369826, 1008, 10645, 590
1548997301.469826, 1009, 11184, 1081
1548997301.569826, 1010, 10638, 1152
1548997301.669826, 1011, 10118, 1188
1548997301.769825, 1012, 9619, 534
1548997301.869825, 1013, 11220, 823
1548997301.969825, 1014, 9472, 1549
1548997302.069825, 1015, 10073, 1493
1548997302.169825, 1016, 11128, 936
1548997302.269825, 1017, 9541, 883
1548997302.369825, 1018, 9946, 872
1548997302.469825, 1019, 10294, 1545
1548997302.569825, 1020, 11926, 848
1548997302.669825, 1021, 11604, 991
1548997302.769825, 1022, 11035, 1049
1548997302.869824, 1023, 9645, 1048
1548997302.969824, 1024, 10341, 1769
1548997303.069824, 1025, 10236, 915
1548997303.169824, 1026, 10579, 1019
1548997303.269824, 1027, 11919, 865
1548997303.369824, 1028, 10785, 1882
1548997303.469824, 1029, 11918, 1058
1548997303.569824, 1030, 12899, 1106
1548997303.669824, 1031, 12611, 1015
1548997303.769824, 1032, 11316, 841
1548997303.869823, 1033, 11962, 992
1548997303.969823, 1034, 14004, 867
1548997304.069823, 1035, 12358, 827
1548997304.169823, 1036, 13370, 1112
1548997304.269823, 1037, 13565, 858
1548997304.369823, 1038, 11081, 1476
1548997304.469823, 1039, 12066, 861
1548997304.569823, 1040, 13554, 1140
1548997304.669823, 1041, 13917, 845
1548997304.769823, 1042, 14300, 708
1548997304.869823, 1043, 13139, 1357
1548997304.969822, 1044, 11636, 638
1548997305.069822, 1045, 12226, 634
1548997305.169822, 1046, 13013, 816
1548997305.269822, 1047, 13637, 773
1548997305.369822, 1048, 12700, 774
1548997305.469822, 1049, 12824, 468
1548997305.569822, 1050, 12632, 931
1548997305.669822, 1051, 13748, 523
1548997305.769822, 1052, 10960, 950
1548997305.869822, 1053, 11752, 1707
1548997305.969821, 1054, 11653, 525
1548997306.069821, 1055, 11068, 744
1548997306.169821, 1056, 9251, 1548
1548997306.269821, 1057, 11347, 695
1548997306.369821, 1058, 11356, 810
1548997306.469821, 1059, 11331, 880
1548997306.569821, 1060, 10372, 1784
1548997306.669821, 1061, 10048, 703
1548997306.769821, 1062, 10137, 1139
1548997306.869821, 1063, 10969, 1178
1548997306.969820, 1064, 11205, 905
1548997307.069820, 1065, 10242, 739
1548997307.169820, 1066, 12146, 632
1548997307.269820, 1067, 12243, 693
1548997307.369820, 1068, 11739, 1112
1548997307.469820, 1069, 11839, 1030
1548997307.569820, 1070, 9770, 1025
1548997307.669820, 1071, 10215, 1212
1548997307.769820, 1072, 10370, 1084
1548997307.869820, 1073, 10117, 989
1548997307.969820, 1074, 11396, 715
1548997308.069819, 1075, 10067, 849
1548997308.169819, 1076, 10165, 790
1548997308.269819, 1077, 11956, 1271
1548997308.369819, 1078, 9949, 840
1548997308.469819, 1079, 11385, 1092
1548997308.569819, 1080, 10704, 1066
1548997308.669819, 1081, 11710, 1279
1548997308.769819, 1082, 12283, 960
1548997308.869819, 1083, 10598, 659
1548997308.969819, 1084, 10687, 840
1548997309.069818, 1085, 12024, 814
1548997309.169818, 1086, 10585, 709
1548997309.269818, 1087, 10655, 689
1548997309.369818, 1088, 10907, 754
1548997309.469818, 1089, 9729, 843
1548997309.569818, 1090, 10784, 814
1548997309.669818, 1091, 10416, 703
1548997309.769818, 1092, 10233, 531
1548997309.869818, 1093, 10002, 616
1548997309.969818, 1094, 10366, 607
1548997310.069818, 1095, 11253, 423
1548997310.169817, 1096, 11253, 642
1548997310.269817, 1097, 10428, 585
1548997310.369817, 1098, 11332, 376
1548997310.469817, 1099, 12776, 280
1548997310.569817, 1100, 12835, 245
1548997310.669817, 1101, 12434, 327
1548997310.769817, 1102, 9839, 324
1548997310.869817, 1103, 10214, 292
1548997310.969817, 1104, 9785, 379
1548997311.069817, 1105, 10636, 327
1548997311.169816, 1106, 11133, 403
1548997311.269816, 1107, 9940, 415
1548997311.369816, 1108, 10541, 342
1548997311.469816, 1109, 12481, 488
1548997311.569816, 1110, 11438, 503
1548997311.669816, 1111, 10329, 416
1548997311.769816, 1112, 11000, 396
1548997311.869816, 1113, 13199, 508
1548997311.969816, 1114, 12947, 504
1548997312.069816, 1115, 10761, 429
1548997312.169816, 1116, 10611, 348
1548997312.269815, 1117, 9681, 367
1548997312.369815, 1118, 11235, 451
1548997312.469815, 1119, 12045, 492
1548997312.569815, 1120, 12269, 465
1548997312.669815, 1121, 13685, 285
1548997312.769815, 1122, 13055, 382
1548997312.869815, 1123, 13056, 369
1548997312.969815, 1124, 11424, 457
1548997313.069815, 1125, 9939, 432
1548997313.169815, 1126, 10266, 283
1548997313.269814, 1127, 10996, 352
1548997313.369814, 1128, 11434, 348
1548997313.469814, 1129, 9953, 481
1548997313.569814, 1130, 12072, 395
1548997313.669814, 1131, 11518, 296
1548997313.769814, 1132, 10095, 310
1548997313.869814, 1133, 10479, 282
1548997313.969814, 1134, 11549, 334
1548997314.069814, 1135, 10710, 298
1548997314.169814, 1136, 10061, 443
1548997314.269814, 1137, 11085, 374
1548997314.369813, 1138, 9810, 296
1548997314.469813, 1139, 9933, 561
1548997314.569813, 1140, 10404, 545
1548997314.669813, 1141, 9227, 424
1548997314.769813, 1142, 9859, 632
1548997314.869813, 1143, 8620, 743
1548997314.969813, 1144, 11102, 943
1548997315.069813, 1145, 10895, 837
1548997315.169813, 1146, 13127, 679
1548997315.269813, 1147, 10973, 677
1548997315.369812, 1148, 10230, 529
1548997315.469812, 1149, 9764, 433
1548997315.569812, 1150, 9912, 387
1548997315.669812, 1151, 11158, 522
1548997315.769812, 1152, 13650, 375
1548997315.869812, 1153, 12669, 584
1548997315.969812, 1154, 12154, 483
1548997316.069812, 1155, 13374, 816
1548997316.169812, 1156, 11066, 762
1548997316.269812, 1157, 10621, 688
1548997316.369812, 1158, 11307, 673
1548997316.469811, 1159, 11115, 543
1548997316.569811, 1160, 11749, 319
1548997316.669811, 1161, 10988, 344
1548997316.769811, 1162, 11400, 442
1548997316.869811, 1163, 10621, 372
1548997316.969811, 1164, 10859, 382
1548997317.069811, 1165, 12549, 357
1548997317.169811, 1166, 10158, 415
1548997317.269811, 1167, 10783, 482
1548997317.369811, 1168, 12059, 443
1548997317.469810, 1169, 11738, 231
1548997317.569810, 1170, 11913, 498
1548997317.669810, 1171, 12484, 578
1548997317.769810, 1172, 11208, 1032
1548997317.869810, 1173, 11761, 978
1548997317.969810, 1174, 11460, 690
1548997318.069810, 1175, 11548, 608
1548997318.169810, 1176, 10250, 819
1548997318.269810, 1177, 9676, 1019
1548997318.369810, 1178, 11744, 707
1548997318.469810, 1179, 11892, 1070
1548997318.569809, 1180, 10938, 941
1548997318.669809, 1181, 10113, 1122
1548997318.769809, 1182, 10939, 789
1548997318.869809, 1183, 11350, 780
1548997318.969809, 1184, 13211, 664
1548997319.069809, 1185, 11456, 643
1548997319.169809, 1186, 11851, 620
1548997319.269809, 1187, 10221, 908
1548997319.369809, 1188, 9873, 684
1548997319.469809, 1189, 10022, 752
1548997319.569808, 1190, 11286, 695
1548997319.669808, 1191, 11588, 558
1548997319.769808, 1192, 10992, 817
1548997319.869808, 1193, 9951, 581
1548997319.969808, 1194, 10552, 728
1548997320.069808, 1195, 9998, 630
1548997320.169808, 1196, 10088, 744
1548997320.269808, 1197, 9546, 819
1548997320.369808, 1198, 10329, 857
1548997320.469808, 1199, 10212, 757
1548997320.569808, 1200, 10707, 796
1548997320.669807, 1201, 11760, 642
1548997320.769807, 1202, 13315, 819
1548997320.869807, 1203, 12396, 763
1548997320.969807, 1204, 13117, 776
1548997321.069807, 1205, 12414, 724
1548997321.169807, 1206, 13078, 628
1548997321.269807, 1207, 13061, 535
1548997321.369807, 1208, 13470, 697
1548997321.469807, 1209, 13477, 502
1548997321.569807, 1210, 13269, 588
1548997321.669806, 1211, 13404, 461
1548997321.769806, 1212, 13974, 764
1548997321.869806, 1213, 13436, 548
1548997321.969806, 1214, 14558, 578
1548997322.069806, 1215, 13227, 549
1548997322.169806, 1216, 13214, 338
1548997322.269806, 1217, 13254, 561
1548997322.369806, 1218, 13211, 591
1548997322.469806, 1219, 13503, 389
1548997322.569806, 1220, 13310, 597
1548997322.669806, 1221, 13865, 297
1548997322.769805, 1222, 13744, 570
1548997322.869805, 1223, 13005, 739
1548997322.969805, 1224, 13521, 781
1548997323.069805, 1225, 13825, 768
1548997323.169805, 1226, 13226, 1012
1548997323.269805, 1227, 13660, 571
1548997323.369805, 1228, 13442, 603
1548997323.469805, 1229, 12871, 836
1548997323.569805, 1230, 12923, 789
1548997323.669805, 1231, 14340, 477
1548997323.769804, 1232, 13017, 945
1548997323.869804, 1233, 13235, 524
1548997323.969804, 1234, 14200, 857
1548997324.069804, 1235, 13674, 752
1548997324.169804, 1236, 13800, 659
1548997324.269804, 1237, 12232, 535
1548997324.369804, 1238, 13046, 596
1548997324.469804, 1239, 13430, 643
1548997324.569804, 1240, 13661, 762
1548997324.669804, 1241, 13387, 617
1548997324.769804, 1242, 13521, 668
1548997324.869803, 1243, 13791, 638
1548997324.969803, 1244, 13700, 698
1548997325.069803, 1245, 14828, 756
1548997325.169803, 1246, 14147, 573
1548997325.269803, 1247, 13078, 750
1548997325.369803, 1248, 11895, 835
1548997325.469803, 1249, 12384, 654
1548997325.569803, 1250, 13579, 698
1548997325.669803, 1251, 13429, 803
1548997325.769803, 1252, 12125, 585
1548997325.869802, 1253, 12370, 669
1548997325.969802, 1254, 13546, 704
1548997326.069802, 1255, 12833, 853
1548997326.169802, 1256, 11934, 786
1548997326.269802, 1257, 10315, 911
1548997326.369802, 1258, 11334, 716
1548997326.469802, 1259, 12104, 831
1548997326.569802, 1260, 10588, 801
1548997326.669802, 1261, 12157, 708
1548997326.769802, 1262, 12931, 594
1548997326.869802, 1263, 13079, 638
1548997326.969801, 1264, 13355, 655
1548997327.069801, 1265, 13378, 876
1548997327.169801, 1266, 11446, 801
1548997327.269801, 1267, 12991, 791
1548997327.369801, 1268, 10109, 648
1548997327.469801, 1269, 10742, 800
1548997327.569801, 1270, 10557, 658
1548997327.669801, 1271, 11117, 596
1548997327.769801, 1272, 10583, 723
1548997327.869801, 1273, 11880, 423
1548997327.969800, 1274, 10984, 764
1548997328.069800, 1275, 11765, 619
1548997328.169800, 1276, 13178, 436
1548997328.269800, 1277, 12300, 627
1548997328.369800, 1278, 11234, 494
1548997328.469800, 1279, 11367, 395
1548997328.569800, 1280, 12069, 501
1548997328.669800, 1281, 11940, 476
1548997328.769800, 1282, 10932, 268
1548997328.869800, 1283, 12146, 501
1548997328.969800, 1284, 11817, 763
1548997329.069799, 1285, 12043, 443
1548997329.169799, 1286, 12464, 551
1548997329.269799, 1287, 11524, 790
1548997329.369799, 1288, 13364, 792
1548997329.469799, 1289, 12430, 947
1548997329.569799, 1290, 12675, 842
1548997329.669799, 1291, 11657, 514
1548997329.769799, 1292, 11388, 728
1548997329.869799, 1293, 10794, 915
1548997329.969799, 1294, 10614, 752
1548997330.069798, 1295, 9461, 945
1548997330.169798, 1296, 11359, 711
1548997330.269798, 1297, 12071, 784
1548997330.369798, 1298, 12227, 574
1548997330.469798, 1299, 10571, 297
1548997330.569798, 1300, 11622, 603
1548997330.669798, 1301, 11182, 576
1548997330.769798, 1302, 11830, 415
1548997330.869798, 1303, 11873, 363
1548997330.969798, 1304, 12346, 416
1548997331.069798, 1305, 13196, 358
1548997331.169797, 1306, 12672, 534
1548997331.269797, 1307, 11361, 414
1548997331.369797, 1308, 11123, 392
1548997331.469797, 1309, 12358, 550
1548997331.569797, 1310, 11912, 654
1548997331.669797, 1311, 11019, 682
1548997331.769797, 1312, 10691, 493
1548997331.869797, 1313, 12595, 407
1548997331.969797, 1314, 11675, 450
1548997332.069797, 1315, 12574, 391
1548997332.169796, 1316, 11858, 368
1548997332.269796, 1317, 11703, 736
1548997332.369796, 1318, 11570, 291
1548997332.469796, 1319, 10693, 467
1548997332.569796, 1320, 11471, 294
1548997332.669796, 1321, 13652, 245
1548997332.769796, 1322, 10856, 112
1548997332.869796, 1323, 9916, 75
1548997332.969796, 1324, 13041, 100
1548997333.069796, 1325, 11543, 231
1548997333.169796, 1326, 11090, 383
1548997333.269795, 1327, 11603, 255
1548997333.369795, 1328, 11799, 222
1548997333.469795, 1329, 12306, 698
1548997333.569795, 1330, 12106, 865
1548997333.669795, 1331, 12297, 699
1548997333.769795, 1332, 11252, 299
1548997333.869795, 1333, 10946, 328
1548997333.969795, 1334, 11819, 244
1548997334.069795, 1335, 11026, 317
1548997334.169795, 1336, 13413, 459
1548997334.269794, 1337, 12440, 280
1548997334.369794, 1338, 11435, 317
1548997334.469794, 1339, 11093, 308
1548997334.569794, 1340, 10620, 285
1548997334.669794, 1341, 10768, 137
1548997334.769794, 1342, 12458, 106
1548997334.869794, 1343, 11729, 93
1548997334.969794, 1344, 10759, 105
1548997335.069794, 1345, 12797, 135
1548997335.169794, 1346, 14245, 171
1548997335.269794, 1347, 14016, 204
1548997335.369793, 1348, 12492, 267
1548997335.469793, 1349, 10821, 364
1548997335.569793, 1350, 12654, 113
1548997335.669793, 1351, 12678, 240
1548997335.769793, 1352, 13285, 102
1548997335.869793, 1353, 12550, 145
1548997335.969793, 1354, 13445, 76
1548997336.069793, 1355, 12931, 234
1548997336.169793, 1356, 13217, 239
1548997336.269793, 1357, 13151, 461
1548997336.369792, 1358, 11898, 91
1548997336.469792, 1359, 10500, 93
1548997336.569792, 1360, 10787, 116
1548997336.669792, 1361, 10988, 97
1548997336.769792, 1362, 12039, 79
1548997336.869792, 1363, 13552, 93
1548997336.969792, 1364, 11606, 51
1548997337.069792, 1365, 10084, 169
1548997337.169792, 1366, 12494, 234
1548997337.269792, 1367, 11000, 318
1548997337.369792, 1368, 11154, 497
1548997337.469791, 1369, 11343, 206
1548997337.569791, 1370, 11366, 311
1548997337.669791, 1371, 10125, 208
1548997337.769791, 1372, 11372, 102
1548997337.869791, 1373, 12787, 141
1548997337.969791, 1374, 12453, 210
1548997338.069791, 1375, 11930, 114
1548997338.169791, 1376, 12108, 299
1548997338.269791, 1377, 12795, 234
1548997338.369791, 1378, 12157, 207
1548997338.469790, 1379, 11608, 97
1548997338.569790, 1380, 11128, 323
1548997338.669790, 1381, 13444, 201
1548997338.769790, 1382, 14180, 271
1548997338.869790, 1383, 13167, 318
1548997338.969790, 1384, 11822, 203
1548997339.069790, 1385, 12012, 246
1548997339.169790, 1386, 12242, 165
1548997339.269790, 1387, 11782, 215
1548997339.369790, 1388, 11280, 259
1548997339.469790, 1389, 12590, 310
1548997339.569789, 1390, 12072, 306
1548997339.669789, 1391, 14405, 287
1548997339.769789, 1392, 10930, 100
1548997339.869789, 1393, 11179, 70
1548997339.969789, 1394, 14106, 316
1548997340.069789, 1395, 11695, 265
1548997340.169789, 1396, 11847, 209
1548997340.269789, 1397, 11664, 176
1548997340.369789, 1398, 11545, 280
1548997340.469789, 1399, 12001, 345
1548997340.569788, 1400, 13427, 410
1548997340.669788, 1401, 13245, 675
1548997340.769788, 1402, 10540, 646
1548997340.869788, 1403, 11304, 682
1548997340.969788, 1404, 12866, 735
1548997341.069788, 1405, 12322, 1175
1548997341.169788, 1406, 11934, 1577
1548997341.269788, 1407, 11019, 1539
1548997341.369788, 1408, 12758, 531
1548997341.469788, 1409, 13651, 343
1548997341.569788, 1410, 11498, 408
1548997341.669787, 1411, 11137, 355
1548997341.769787, 1412, 11369, 156
1548997341.869787, 1413, 12658, 116
1548997341.969787, 1414, 12528, 513
1548997342.069787, 1415, 10892, 230
1548997342.169787, 1416, 13369, 279
1548997342.269787, 1417, 13746, 69
1548997342.369787, 1418, 14626, 117
1548997342.469787, 1419, 12272, 245
1548997342.569787, 1420, 12330, 236
1548997342.669786, 1421, 11336, 104
1548997342.769786, 1422, 11777, 128
1548997342.869786, 1423, 11846, 108
1548997342.969786, 1424, 12199, 184
1548997343.069786, 1425, 11270, 311
1548997343.169786, 1426, 12310, 213
1548997343.269786, 1427, 13662, 184
1548997343.369786, 1428, 14277, 133
1548997343.469786, 1429, 12980, 903
1548997343.569786, 1430, 12424, 125
1548997343.669785, 1431, 11905, 115
1548997343.769785, 1432, 13129, 113
1548997343.869785, 1433, 13051, 215
1548997343.969785, 1434, 11392, 1103
1548997344.069785, 1435, 12948, 558
1548997344.169785, 1436, 13778, 363
1548997344.269785, 1437, 13180, 147
1548997344.369785, 1438, 15393, 146
1548997344.469785, 1439, 12858, 245
1548997344.569785, 1440, 11661, 172
1548997344.669785, 1441, 12207, 130
1548997344.769784, 1442, 11929, 136
1548997344.869784, 1443, 11034, 233
1548997344.969784, 1444, 11133, 111
1548997345.069784, 1445, 12694, 92
1548997345.169784, 1446, 13722, 98
1548997345.269784, 1447, 13605, 459
1548997345.369784, 1448, 13266, 294
1548997345.469784, 1449, 13424, 223
1548997345.569784, 1450, 14436, 377
1548997345.669784, 1451, 11994, 356
1548997345.769783, 1452, 14214, 473
1548997345.869783, 1453, 11824, 244
1548997345.969783, 1454, 12771, 283
1548997346.069783, 1455, 13234, 229
1548997346.169783, 1456, 13362, 336
1548997346.269783, 1457, 11095, 544
1548997346.369783, 1458, 11834, 356
1548997346.469783, 1459, 11250, 529
1548997346.569783, 1460, 12052, 414
1548997346.669783, 1461, 11446, 356
1548997346.769783, 1462, 11634, 353
1548997346.869782, 1463, 11688, 372
1548997346.969782, 1464, 13336, 257
1548997347.069782, 1465, 14461, 250
1548997347.169782, 1466, 13832, 315
1548997347.269782, 1467, 10984, 262
1548997347.369782, 1468, 11987, 273
1548997347.469782, 1469, 12788, 118
1548997347.569782, 1470, 11582, 86
1548997347.669782, 1471, 10712, 149
1548997347.769782, 1472, 11454, 211
1548997347.869781, 1473, 12553, 223
1548997347.969781, 1474, 13378, 210
1548997348.069781, 1475, 14418, 326
1548997348.169781, 1476, 12906, 404
1548997348.269781, 1477, 12079, 223
1548997348.369781, 1478, 11655, 67
1548997348.469781, 1479, 10809, 111
1548997348.569781, 1480, 11233, 213
1548997348.669781, 1481, 13351, 98
1548997348.769781, 1482, 11998, 316
1548997348.869781, 1483, 12541, 215
1548997348.969780, 1484, 14438, 270
1548997349.069780, 1485, 13857, 103
1548997349.169780, 1486, 9312, 88
1548997349.269780, 1487, 8384, 319
1548997349.369780, 1488, 13035, 152
1548997349.469780, 1489, 13411, 290
1548997349.569780, 1490, 14545, 306
1548997349.669780, 1491, 11357, 210
1548997349.769780, 1492, 11301, 302
1548997349.869780, 1493, 14363, 89
1548997349.969779, 1494, 13869, 55
1548997350.069779, 1495, 11054, 130
1548997350.169779, 1496, 11587, 323
1548997350.269779, 1497, 13325, 258
1548997350.369779, 1498, 11988, 145
1548997350.469779, 1499, 10776, 100
1548997350.569779, 1500, 11818, 189
1548997350.669779, 1501, 11884, 87
1548997350.769779, 1502, 12576, 140
1548997350.869779, 1503, 13931, 149
1548997350.969779, 1504, 14213, 179
1548997351.069778, 1505, 11478, 86
1548997351.169778, 1506, 13759, 137
1548997351.269778, 1507, 12992, 116
1548997351.369778, 1508, 13719, 125
